dropout	pre_processing_type	conv_layer_1	conv_layer_shape	size	scalar	re_train_on_known_errors	time	multi_class_zr_acc	multi_class_model_acc	boolean_zr_acc	boolean_model_acc	run number
0.2	morphed	16	(3, 3)	32	(-1, 1)	100	77.52619051933289	0.6371428571428571	0.6385714285714286	0.6371428571428571	0.7	814
0.2	morphed	16	(3, 3)	32	(0, 1)	0	72.15742254257202	0.6428571428571429	0.6428571428571429	0.6428571428571429	0.6428571428571429	815
0.2	morphed	16	(3, 3)	32	(0, 1)	25	75.13678789138794	0.6485714285714286	0.65	0.6485714285714286	0.6528571428571428	816
0.2	morphed	16	(3, 3)	32	(0, 1)	50	75.14625382423401	0.6728571428571428	0.68	0.6728571428571428	0.77	817
0.2	morphed	16	(3, 3)	32	(0, 1)	75	77.2481803894043	0.6228571428571429	0.6342857142857142	0.6228571428571429	0.6585714285714286	818
0.2	morphed	16	(3, 3)	32	(0, 1)	100	77.25353074073792	0.6528571428571428	0.6557142857142857	0.6528571428571428	0.6614285714285715	819
0.2	morphed	16	(3, 3)	32	None	0	71.252694606781	0.6157142857142858	0.6157142857142858	0.6157142857142858	0.6214285714285714	820
0.2	morphed	16	(3, 3)	32	None	25	71.13739705085754	0.6557142857142857	0.6657142857142857	0.6557142857142857	0.6857142857142857	821
0.2	morphed	16	(3, 3)	32	None	50	76.67103147506714	0.6385714285714286	0.5085714285714286	0.6385714285714286	0.73	822
0.2	morphed	16	(3, 3)	32	None	75	72.97743892669678	0.6671428571428571	0.6685714285714286	0.6671428571428571	0.6685714285714286	823
0.2	morphed	16	(3, 3)	32	None	100	76.47747611999512	0.6471428571428571	0.5585714285714286	0.6471428571428571	0.7257142857142858	824
0.5	max_morphed	16	(3, 3)	32	(-1, 1)	0	72.28097677230835	0.6342857142857142	0.6342857142857142	0.6342857142857142	0.6342857142857142	825
0.5	max_morphed	16	(3, 3)	32	(-1, 1)	25	73.95289134979248	0.6557142857142857	0.6557142857142857	0.6557142857142857	0.6557142857142857	826
0.5	max_morphed	16	(3, 3)	32	(-1, 1)	50	72.19424510002136	0.6271428571428571	0.6271428571428571	0.6271428571428571	0.6271428571428571	827
0.5	max_morphed	16	(3, 3)	32	(-1, 1)	75	74.94747924804688	0.6642857142857143	0.6514285714285715	0.6642857142857143	0.6842857142857143	828
0.5	max_morphed	16	(3, 3)	32	(-1, 1)	100	77.97328162193298	0.67	0.6585714285714286	0.67	0.66	829
0.5	max_morphed	16	(3, 3)	32	(0, 1)	0	72.04014682769775	0.6414285714285715	0.6414285714285715	0.6414285714285715	0.6414285714285715	830
0.5	max_morphed	16	(3, 3)	32	(0, 1)	25	72.2513039112091	0.6785714285714286	0.6785714285714286	0.6785714285714286	0.6785714285714286	831
0.5	max_morphed	16	(3, 3)	32	(0, 1)	50	78.04216504096985	0.6885714285714286	0.6885714285714286	0.6885714285714286	0.7	832
0.5	max_morphed	16	(3, 3)	32	(0, 1)	75	77.81304836273193	0.6528571428571428	0.6414285714285715	0.6528571428571428	0.6814285714285714	833
0.5	max_morphed	16	(3, 3)	32	(0, 1)	100	78.21941637992859	0.6542857142857142	0.6514285714285715	0.6542857142857142	0.7214285714285714	834
0.5	max_morphed	16	(3, 3)	32	None	0	71.08482313156128	0.6457142857142857	0.6457142857142857	0.6457142857142857	0.6457142857142857	835
0.5	max_morphed	16	(3, 3)	32	None	25	71.08211874961853	0.69	0.69	0.69	0.69	836
0.5	max_morphed	16	(3, 3)	32	None	50	73.05021071434021	0.6485714285714286	0.6485714285714286	0.6485714285714286	0.6485714285714286	837
0.5	max_morphed	16	(3, 3)	32	None	75	76.80036759376526	0.6357142857142857	0.6142857142857143	0.6357142857142857	0.6742857142857143	838
0.5	max_morphed	16	(3, 3)	32	None	100	76.9318106174469	0.6442857142857142	0.6485714285714286	0.6442857142857142	0.6742857142857143	839
0.5	None	16	(3, 3)	32	(-1, 1)	0	21.178966999053955	0.6714285714285714	0.6714285714285714	0.6714285714285714	0.6714285714285714	840
0.5	None	16	(3, 3)	32	(-1, 1)	25	21.23034143447876	0.6657142857142857	0.6657142857142857	0.6657142857142857	0.6657142857142857	841
0.5	None	16	(3, 3)	32	(-1, 1)	50	23.996743202209473	0.6342857142857142	0.6514285714285715	0.6342857142857142	0.7428571428571429	842
0.5	None	16	(3, 3)	32	(-1, 1)	75	27.16237211227417	0.6614285714285715	0.6471428571428571	0.6614285714285715	0.7242857142857143	843
0.5	None	16	(3, 3)	32	(-1, 1)	100	26.728484869003296	0.6757142857142857	0.6785714285714286	0.6757142857142857	0.7871428571428571	844
0.5	None	16	(3, 3)	32	(0, 1)	0	21.168827772140503	0.6457142857142857	0.6457142857142857	0.6457142857142857	0.6457142857142857	845
0.5	None	16	(3, 3)	32	(0, 1)	25	21.179555416107178	0.6428571428571429	0.6428571428571429	0.6428571428571429	0.6428571428571429	846
0.5	None	16	(3, 3)	32	(0, 1)	50	23.26474952697754	0.6485714285714286	0.6628571428571428	0.6485714285714286	0.6685714285714286	847
0.5	None	16	(3, 3)	32	(0, 1)	75	24.17339015007019	0.65	0.6485714285714286	0.65	0.6628571428571428	848
0.5	None	16	(3, 3)	32	(0, 1)	100	27.083799362182617	0.6342857142857142	0.6128571428571429	0.6342857142857142	0.7071428571428572	849
0.5	None	16	(3, 3)	32	None	0	20.302714347839355	0.6628571428571428	0.6628571428571428	0.6628571428571428	0.6628571428571428	850
0.5	None	16	(3, 3)	32	None	25	21.25407862663269	0.6285714285714286	0.6285714285714286	0.6285714285714286	0.6285714285714286	851
0.5	None	16	(3, 3)	32	None	50	25.916053771972656	0.6442857142857142	0.63	0.6442857142857142	0.7357142857142858	852
0.5	None	16	(3, 3)	32	None	75	25.760870695114136	0.6528571428571428	0.6528571428571428	0.6528571428571428	0.6871428571428572	853
0.5	None	16	(3, 3)	32	None	100	25.36950182914734	0.6714285714285714	0.6614285714285715	0.6714285714285714	0.7157142857142857	854
0.5	resized	16	(3, 3)	32	(-1, 1)	0	72.3988528251648	0.6371428571428571	0.6371428571428571	0.6371428571428571	0.6371428571428571	855
0.5	resized	16	(3, 3)	32	(-1, 1)	25	73.21691012382507	0.6228571428571429	0.6228571428571429	0.6228571428571429	0.6228571428571429	856
0.5	resized	16	(3, 3)	32	(-1, 1)	50	73.04668831825256	0.6757142857142857	0.67	0.6757142857142857	0.6757142857142857	857
0.5	resized	16	(3, 3)	32	(-1, 1)	75	74.99840021133423	0.6485714285714286	0.6485714285714286	0.6485714285714286	0.6485714285714286	858
0.5	resized	16	(3, 3)	32	(-1, 1)	100	77.93188047409058	0.6471428571428571	0.6457142857142857	0.6471428571428571	0.6971428571428572	859
0.5	resized	16	(3, 3)	32	(0, 1)	0	72.13692736625671	0.6557142857142857	0.6557142857142857	0.6557142857142857	0.6557142857142857	860
0.5	resized	16	(3, 3)	32	(0, 1)	25	72.96586394309998	0.6614285714285715	0.6614285714285715	0.6614285714285715	0.6614285714285715	861
0.5	resized	16	(3, 3)	32	(0, 1)	50	75.08547067642212	0.6571428571428571	0.6542857142857142	0.6571428571428571	0.7042857142857143	862
0.5	resized	16	(3, 3)	32	(0, 1)	75	75.30753564834595	0.6714285714285714	0.6857142857142857	0.6714285714285714	0.71	863
0.5	resized	16	(3, 3)	32	(0, 1)	100	77.75243544578552	0.6442857142857142	0.6685714285714286	0.6442857142857142	0.7028571428571428	864
0.5	resized	16	(3, 3)	32	None	0	71.18004322052002	0.6114285714285714	0.6114285714285714	0.6114285714285714	0.6114285714285714	865
0.5	resized	16	(3, 3)	32	None	25	73.94158029556274	0.6528571428571428	0.65	0.6528571428571428	0.6985714285714286	866
0.5	resized	16	(3, 3)	32	None	50	76.82666730880737	0.6557142857142857	0.6628571428571428	0.6557142857142857	0.72	867
0.5	resized	16	(3, 3)	32	None	75	74.38457012176514	0.6728571428571428	0.6728571428571428	0.6728571428571428	0.6728571428571428	868
0.5	resized	16	(3, 3)	32	None	100	76.80067777633667	0.6585714285714286	0.6628571428571428	0.6585714285714286	0.69	869
0.5	tozero	16	(3, 3)	32	(-1, 1)	0	72.21291589736938	0.66	0.66	0.66	0.66	870
0.5	tozero	16	(3, 3)	32	(-1, 1)	25	75.03318643569946	0.66	0.6614285714285715	0.66	0.6685714285714286	871
0.5	tozero	16	(3, 3)	32	(-1, 1)	50	72.18226599693298	0.6614285714285715	0.6614285714285715	0.6614285714285715	0.6614285714285715	872
0.5	tozero	16	(3, 3)	32	(-1, 1)	75	77.15747952461243	0.6442857142857142	0.6442857142857142	0.6442857142857142	0.6457142857142857	873
0.5	tozero	16	(3, 3)	32	(-1, 1)	100	90.90874242782593	0.6157142857142858	0.6171428571428571	0.6157142857142858	0.6514285714285715	874
0.5	tozero	16	(3, 3)	32	(0, 1)	0	86.46038269996643	0.6671428571428571	0.6671428571428571	0.6671428571428571	0.6671428571428571	875
0.5	tozero	16	(3, 3)	32	(0, 1)	25	90.07648158073425	0.6328571428571429	0.6342857142857142	0.6328571428571429	0.6385714285714286	876
0.5	tozero	16	(3, 3)	32	(0, 1)	50	87.08975648880005	0.6742857142857143	0.6742857142857143	0.6742857142857143	0.6742857142857143	877
0.5	tozero	16	(3, 3)	32	(0, 1)	75	88.760005235672	0.6214285714285714	0.6214285714285714	0.6214285714285714	0.6214285714285714	878
0.5	tozero	16	(3, 3)	32	(0, 1)	100	91.5152976512909	0.6671428571428571	0.6142857142857143	0.6671428571428571	0.7214285714285714	879
0.5	tozero	16	(3, 3)	32	None	0	71.56182718276978	0.6514285714285715	0.6514285714285715	0.6514285714285715	0.6514285714285715	880
0.5	tozero	16	(3, 3)	32	None	25	72.23346400260925	0.6442857142857142	0.6442857142857142	0.6442857142857142	0.6442857142857142	881
0.5	tozero	16	(3, 3)	32	None	50	76.71067762374878	0.6785714285714286	0.6242857142857143	0.6785714285714286	0.7514285714285714	882
0.5	tozero	16	(3, 3)	32	None	75	72.88807153701782	0.65	0.6742857142857143	0.65	0.6871428571428572	883
0.5	tozero	16	(3, 3)	32	None	100	76.54714751243591	0.6528571428571428	0.66	0.6528571428571428	0.6828571428571428	884
0.5	morphed	16	(3, 3)	32	(-1, 1)	0	72.08202147483826	0.6471428571428571	0.6471428571428571	0.6471428571428571	0.6471428571428571	885
0.5	morphed	16	(3, 3)	32	(-1, 1)	25	72.20237255096436	0.6757142857142857	0.6757142857142857	0.6757142857142857	0.6757142857142857	886
0.5	morphed	16	(3, 3)	32	(-1, 1)	50	77.5094747543335	0.64	0.6242857142857143	0.64	0.7271428571428571	887
0.5	morphed	16	(3, 3)	32	(-1, 1)	75	74.85959935188293	0.65	0.6471428571428571	0.65	0.6571428571428571	888
0.5	morphed	16	(3, 3)	32	(-1, 1)	100	77.45814943313599	0.6285714285714286	0.6357142857142857	0.6285714285714286	0.64	889
0.5	morphed	16	(3, 3)	32	(0, 1)	0	72.23680138587952	0.6528571428571428	0.6528571428571428	0.6528571428571428	0.6528571428571428	890
0.5	morphed	16	(3, 3)	32	(0, 1)	25	72.15746879577637	0.6571428571428571	0.6571428571428571	0.6571428571428571	0.6571428571428571	891
0.5	morphed	16	(3, 3)	32	(0, 1)	50	75.159588098526	0.64	0.6071428571428571	0.64	0.6842857142857143	892
0.5	morphed	16	(3, 3)	32	(0, 1)	75	75.1533534526825	0.6414285714285715	0.6414285714285715	0.6414285714285715	0.6414285714285715	893
0.5	morphed	16	(3, 3)	32	(0, 1)	100	77.82476615905762	0.6414285714285715	0.6442857142857142	0.6414285714285715	0.6528571428571428	894
0.5	morphed	16	(3, 3)	32	None	0	71.02400660514832	0.6742857142857143	0.6742857142857143	0.6742857142857143	0.6742857142857143	895
0.5	morphed	16	(3, 3)	32	None	25	71.05055332183838	0.6557142857142857	0.6557142857142857	0.6557142857142857	0.6557142857142857	896
0.5	morphed	16	(3, 3)	32	None	50	73.00964999198914	0.6671428571428571	0.6757142857142857	0.6671428571428571	0.6828571428571428	897
0.5	morphed	16	(3, 3)	32	None	75	76.84168839454651	0.67	0.6728571428571428	0.67	0.6757142857142857	898
0.5	morphed	16	(3, 3)	32	None	100	76.6543698310852	0.6614285714285715	0.6628571428571428	0.6614285714285715	0.6685714285714286	899
0.01	max_morphed	32	(3, 3)	32	(-1, 1)	0	73.0559663772583	0.6528571428571428	0.6542857142857142	0.6528571428571428	0.6785714285714286	900
0.01	max_morphed	32	(3, 3)	32	(-1, 1)	25	73.16142678260803	0.6671428571428571	0.6714285714285714	0.6671428571428571	0.6842857142857143	901
0.01	max_morphed	32	(3, 3)	32	(-1, 1)	50	75.88660526275635	0.6714285714285714	0.6742857142857143	0.6714285714285714	0.7814285714285715	902
0.01	max_morphed	32	(3, 3)	32	(-1, 1)	75	75.72432923316956	0.6442857142857142	0.6471428571428571	0.6442857142857142	0.6614285714285715	903
0.01	max_morphed	32	(3, 3)	32	(-1, 1)	100	78.92792892456055	0.6714285714285714	0.5657142857142857	0.6714285714285714	0.7285714285714285	904
0.01	max_morphed	32	(3, 3)	32	(0, 1)	0	73.03919577598572	0.6614285714285715	0.6614285714285715	0.6614285714285715	0.6614285714285715	905
0.01	max_morphed	32	(3, 3)	32	(0, 1)	25	73.31745076179504	0.6585714285714286	0.6671428571428571	0.6585714285714286	0.6885714285714286	906
0.01	max_morphed	32	(3, 3)	32	(0, 1)	50	75.8019106388092	0.6442857142857142	0.6314285714285715	0.6442857142857142	0.77	907
0.01	max_morphed	32	(3, 3)	32	(0, 1)	75	75.82499313354492	0.6271428571428571	0.6328571428571429	0.6271428571428571	0.6685714285714286	908
0.01	max_morphed	32	(3, 3)	32	(0, 1)	100	78.50986671447754	0.69	0.7	0.69	0.7842857142857143	909
0.01	max_morphed	32	(3, 3)	32	None	0	72.20450043678284	0.6571428571428571	0.66	0.6571428571428571	0.6657142857142857	910
0.01	max_morphed	32	(3, 3)	32	None	25	72.1961841583252	0.6557142857142857	0.6657142857142857	0.6557142857142857	0.6842857142857143	911
0.01	max_morphed	32	(3, 3)	32	None	50	77.30643653869629	0.6628571428571428	0.6842857142857143	0.6628571428571428	0.7757142857142857	912
0.01	max_morphed	32	(3, 3)	32	None	75	73.04501724243164	0.6057142857142858	0.6142857142857143	0.6057142857142858	0.76	913
0.01	max_morphed	32	(3, 3)	32	None	100	76.91487717628479	0.6471428571428571	0.6542857142857142	0.6471428571428571	0.75	914
0.01	None	32	(3, 3)	32	(-1, 1)	0	22.237602949142456	0.6742857142857143	0.7157142857142857	0.6742857142857143	0.8028571428571428	915
0.01	None	32	(3, 3)	32	(-1, 1)	25	22.274651765823364	0.6528571428571428	0.6985714285714286	0.6528571428571428	0.7685714285714286	916
0.01	None	32	(3, 3)	32	(-1, 1)	50	24.692825317382812	0.6642857142857143	0.7228571428571429	0.6642857142857143	0.8	917
0.01	None	32	(3, 3)	32	(-1, 1)	75	26.493940830230713	0.6857142857142857	0.7314285714285714	0.6857142857142857	0.8228571428571428	918
0.01	None	32	(3, 3)	32	(-1, 1)	100	26.72744345664978	0.63	0.61	0.63	0.7642857142857142	919
0.01	None	32	(3, 3)	32	(0, 1)	0	22.329143524169922	0.6742857142857143	0.72	0.6742857142857143	0.8171428571428572	920
0.01	None	32	(3, 3)	32	(0, 1)	25	24.92489790916443	0.6242857142857143	0.6571428571428571	0.6242857142857143	0.71	921
0.01	None	32	(3, 3)	32	(0, 1)	50	23.16940188407898	0.6671428571428571	0.68	0.6671428571428571	0.6914285714285714	922
0.01	None	32	(3, 3)	32	(0, 1)	75	25.263855934143066	0.6414285714285715	0.6942857142857143	0.6414285714285715	0.7957142857142857	923
0.01	None	32	(3, 3)	32	(0, 1)	100	26.732253074645996	0.6685714285714286	0.6914285714285714	0.6685714285714286	0.8257142857142857	924
0.01	None	32	(3, 3)	32	None	0	21.316301345825195	0.6314285714285715	0.6642857142857143	0.6314285714285715	0.7042857142857143	925
0.01	None	32	(3, 3)	32	None	25	21.293097972869873	0.6342857142857142	0.6728571428571428	0.6342857142857142	0.7185714285714285	926
0.01	None	32	(3, 3)	32	None	50	22.137407064437866	0.6542857142857142	0.6971428571428572	0.6542857142857142	0.81	927
0.01	None	32	(3, 3)	32	None	75	22.397060871124268	0.6314285714285715	0.6642857142857143	0.6314285714285715	0.7685714285714286	928
0.01	None	32	(3, 3)	32	None	100	26.12267780303955	0.6471428571428571	0.7071428571428572	0.6471428571428571	0.7842857142857143	929
0.01	resized	32	(3, 3)	32	(-1, 1)	0	73.25872421264648	0.6742857142857143	0.6928571428571428	0.6742857142857143	0.7171428571428572	930
0.01	resized	32	(3, 3)	32	(-1, 1)	25	73.88676404953003	0.6714285714285714	0.7114285714285714	0.6714285714285714	0.8028571428571428	931
0.01	resized	32	(3, 3)	32	(-1, 1)	50	76.01452350616455	0.66	0.6942857142857143	0.66	0.8542857142857143	932
0.01	resized	32	(3, 3)	32	(-1, 1)	75	75.8297164440155	0.6771428571428572	0.6614285714285715	0.6771428571428572	0.8057142857142857	933
0.01	resized	32	(3, 3)	32	(-1, 1)	100	78.21655106544495	0.6485714285714286	0.6342857142857142	0.6485714285714286	0.7757142857142857	934
0.01	resized	32	(3, 3)	32	(0, 1)	0	73.3263931274414	0.6528571428571428	0.6714285714285714	0.6528571428571428	0.7128571428571429	935
0.01	resized	32	(3, 3)	32	(0, 1)	25	74.13823699951172	0.6114285714285714	0.6328571428571429	0.6114285714285714	0.7	936
0.01	resized	32	(3, 3)	32	(0, 1)	50	75.16941356658936	0.6785714285714286	0.6928571428571428	0.6785714285714286	0.77	937
0.01	resized	32	(3, 3)	32	(0, 1)	75	77.7722716331482	0.6371428571428571	0.6771428571428572	0.6371428571428571	0.7814285714285715	938
0.01	resized	32	(3, 3)	32	(0, 1)	100	77.98717617988586	0.6628571428571428	0.6957142857142857	0.6628571428571428	0.8057142857142857	939
0.01	resized	32	(3, 3)	32	None	0	72.48337006568909	0.6557142857142857	0.6671428571428571	0.6557142857142857	0.6785714285714286	940
0.01	resized	32	(3, 3)	32	None	25	73.02978181838989	0.6657142857142857	0.6757142857142857	0.6657142857142857	0.6985714285714286	941
0.01	resized	32	(3, 3)	32	None	50	74.99488973617554	0.6685714285714286	0.68	0.6685714285714286	0.6928571428571428	942
0.01	resized	32	(3, 3)	32	None	75	77.28420567512512	0.6214285714285714	0.6585714285714286	0.6214285714285714	0.7428571428571429	943
0.01	resized	32	(3, 3)	32	None	100	76.91562724113464	0.6357142857142857	0.6628571428571428	0.6357142857142857	0.7742857142857142	944
0.01	tozero	32	(3, 3)	32	(-1, 1)	0	73.20012044906616	0.6557142857142857	0.6814285714285714	0.6557142857142857	0.72	945
0.01	tozero	32	(3, 3)	32	(-1, 1)	25	74.19702053070068	0.6557142857142857	0.6742857142857143	0.6557142857142857	0.7142857142857143	946
0.01	tozero	32	(3, 3)	32	(-1, 1)	50	73.0703182220459	0.6628571428571428	0.67	0.6628571428571428	0.6728571428571428	947
0.01	tozero	32	(3, 3)	32	(-1, 1)	75	78.00209856033325	0.6671428571428571	0.6771428571428572	0.6671428571428571	0.72	948
0.01	tozero	32	(3, 3)	32	(-1, 1)	100	78.56930613517761	0.6371428571428571	0.6685714285714286	0.6371428571428571	0.7828571428571428	949
0.01	tozero	32	(3, 3)	32	(0, 1)	0	73.33369517326355	0.6485714285714286	0.6557142857142857	0.6485714285714286	0.66	950
0.01	tozero	32	(3, 3)	32	(0, 1)	25	73.96370363235474	0.64	0.6628571428571428	0.64	0.7385714285714285	951
0.01	tozero	32	(3, 3)	32	(0, 1)	50	74.16601419448853	0.6228571428571429	0.6242857142857143	0.6228571428571429	0.7285714285714285	952
0.01	tozero	32	(3, 3)	32	(0, 1)	75	75.7484118938446	0.6628571428571428	0.6914285714285714	0.6628571428571428	0.7328571428571429	953
0.01	tozero	32	(3, 3)	32	(0, 1)	100	77.91926836967468	0.6371428571428571	0.6771428571428572	0.6371428571428571	0.7328571428571429	954
0.01	tozero	32	(3, 3)	32	None	0	72.1512508392334	0.6514285714285715	0.6671428571428571	0.6514285714285715	0.7485714285714286	955
0.01	tozero	32	(3, 3)	32	None	25	72.41955304145813	0.6357142857142857	0.6471428571428571	0.6357142857142857	0.6714285714285714	956
0.01	tozero	32	(3, 3)	32	None	50	74.58851194381714	0.6628571428571428	0.6828571428571428	0.6628571428571428	0.7042857142857143	957
0.01	tozero	32	(3, 3)	32	None	75	75.19514274597168	0.6357142857142857	0.6557142857142857	0.6357142857142857	0.6742857142857143	958
0.01	tozero	32	(3, 3)	32	None	100	76.86189794540405	0.6671428571428571	0.6871428571428572	0.6671428571428571	0.7528571428571429	959
0.01	morphed	32	(3, 3)	32	(-1, 1)	0	73.15281629562378	0.6585714285714286	0.6614285714285715	0.6585714285714286	0.6657142857142857	960
0.01	morphed	32	(3, 3)	32	(-1, 1)	25	74.13945817947388	0.6742857142857143	0.66	0.6742857142857143	0.8028571428571428	961
0.01	morphed	32	(3, 3)	32	(-1, 1)	50	75.61405897140503	0.64	0.6628571428571428	0.64	0.7028571428571428	962
0.01	morphed	32	(3, 3)	32	(-1, 1)	75	73.07011032104492	0.6514285714285715	0.6542857142857142	0.6514285714285715	0.6557142857142857	963
0.01	morphed	32	(3, 3)	32	(-1, 1)	100	78.70070815086365	0.6528571428571428	0.7	0.6528571428571428	0.8485714285714285	964
0.01	morphed	32	(3, 3)	32	(0, 1)	0	73.3370635509491	0.6485714285714286	0.6585714285714286	0.6485714285714286	0.6614285714285715	965
0.01	morphed	32	(3, 3)	32	(0, 1)	25	75.9943516254425	0.6557142857142857	0.6485714285714286	0.6557142857142857	0.77	966
0.01	morphed	32	(3, 3)	32	(0, 1)	50	74.08815479278564	0.6271428571428571	0.6585714285714286	0.6271428571428571	0.7271428571428571	967
0.01	morphed	32	(3, 3)	32	(0, 1)	75	75.89497947692871	0.6371428571428571	0.68	0.6371428571428571	0.7285714285714285	968
0.01	morphed	32	(3, 3)	32	(0, 1)	100	78.12372207641602	0.6314285714285715	0.6485714285714286	0.6314285714285715	0.6842857142857143	969
0.01	morphed	32	(3, 3)	32	None	0	72.11776065826416	0.6971428571428572	0.7171428571428572	0.6971428571428572	0.7471428571428571	970
0.01	morphed	32	(3, 3)	32	None	25	72.1320104598999	0.6757142857142857	0.6785714285714286	0.6757142857142857	0.6885714285714286	971
